external_id,Manuel_label,baslik,mevcut_kategori,oneri_kategori,primary_role_source,secondary_role_source,non_focus_role_source,role_evidence,proposed_discipline_relation,confidence,is_boundary_case,competing_role_1,competing_role_2,boundary_rationale,Manuel_Gerekce
1402333,TP-2,Biyoenformatik Alanındaki Kod Geliştiricilerin Stack Overflow Platformunda Paylaştıkları Soruların Değerlendirilmesi: Konu Modelleme ve Topluluk Tespiti,"Biyoloji, Tıbbi İnformatik","Bilgisayar Bilimleri, Sibernitik",RESEARCH_FOCUS,,0,Metin/Gerekçe: Biyoenformatik alanındaki yazılım geliştiricilerin Stack Overflow platformundaki paylaşımlarının Doğal Dil İşleme (LDA konu modelleme) ve çizge/graf algoritmala,"Önerilen disiplin ('Bilgisayar Bilimleri, Sibernitik'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Biyoenformatik alanındaki yazılım geliştiricilerin Stack Overflow platformundaki paylaşımlarının Doğal Dil İşleme (LDA konu modelleme) ve çizge/graf algoritmaları (Louvain topluluk tespiti) ile incelendiği doğrudan bir bilgisayar bilimleri, metin madenciliği ve biyoenformatik araştırmasıdır; mevcut Biyoloji ve Tıbbi İnformatik etiketlerinin korunması gerekirken NLP/yazılım analitiği ve algoritma boyutu için Bilgisayar Bilimleri, Sibernitik alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma)."
1405428,FP,Obtaining Natural Dye from Oak Tree and Examination of Dyeing Properties According to Different Methods,"Malzeme Bilimleri, Tekstil",Bitki Bilimleri,MATERIAL_OBJECT,,1,"Metin/Gerekçe: Meşe ağacı dal ve yapraklarından elde edilen doğal boyanın muslin kumaşı üzerinde mordanlı/mordansız boyama performansının, CIELab renk ölçümlerinin, Kubelka-Mu","Önerilen disiplin ('Bitki Bilimleri'), makalede incelenen nesne/malzeme/hammadde kaynaklıdır.",HIGH,False,,,,"Meşe ağacı dal ve yapraklarından elde edilen doğal boyanın muslin kumaşı üzerinde mordanlı/mordansız boyama performansının, CIELab renk ölçümlerinin, Kubelka-Munk K/S değerlerinin ve ISO haslık (yıkama, sürtme, ışık) testlerinin incelendiği doğrudan bir tekstil mühendisliği, boyama teknolojisi ve malzeme araştırmasıdır; çalışmada botanik veya bitki yetiştiriciliği/fizyolojisi bulunmayıp modelin 'Bitki Bilimleri' önerisi doğal boya hammaddesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Malzeme Bilimleri, Tekstil' etiketi kusursuz ve tamdır."
1392108,FP,Structural categorization and identification of electrostatic interactions in two proposed human serum albumin dimerization patterns and dipyridamole interaction,"Biyoloji, Kimya, Uygulamalı",Tamamlayıcı ve Entegre Tıp,NEIGHBORING_DISCIPLINE,,0,"Metin/Gerekçe: İnsan serum albümini (HSA) proteininin dimerizasyon paternleri, yüksek çözünürlüklü X-ışını kristalografik verileri (PDB), elektrostatik arayüz etkileşimleri ve","Önerilen disiplin ('Tamamlayıcı ve Entegre Tıp'), makalenin gerçek alanı ile yakın komşu/kardeş disiplin sınır kaymasıdır.",HIGH,False,,,,"İnsan serum albümini (HSA) proteininin dimerizasyon paternleri, yüksek çözünürlüklü X-ışını kristalografik verileri (PDB), elektrostatik arayüz etkileşimleri ve dipiridamol moleküler kenetlenme (docking) analizlerinin incelendiği doğrudan bir yapısal biyoloji, biyofizik ve biyokimya araştırmasıdır; çalışmada alternatif veya geleneksel tıp yöntemleri kesinlikle bulunmayıp modelin 'Tamamlayıcı ve Entegre Tıp' önerisi tamamen temelsiz bir model yanılgısıdır (FP-1). Mevcut 'Biyoloji, Kimya, Uygulamalı' etiketleri geçerli ve yeterlidir."
1446439,FP,Havayoluyla Seyahat Eden Yolcuların Uçuş (Taşıma) Sınıflarının Yükseltilmesi ve Düşürülmesi,Hukuk,"Mühendislik, Hava ve Uzay",LEXICAL_SURFACE,,0,"Metin/Gerekçe: Havayolu taşımacılığında yolcu hakları ve uçuş sınıflarının hukuki mevzuat analizidir; ""havayolu/uçuş"" kelimeleri modeli hatalı şekilde Hava ve Uzay Mühendisliğ","Önerilen disiplin ('Mühendislik, Hava ve Uzay'), makale metnindeki yüzeysel bir anahtar kelime veya ifadeden tetiklenmiştir.",HIGH,False,,,,"Havayolu taşımacılığında yolcu hakları ve uçuş sınıflarının hukuki mevzuat analizidir; ""havayolu/uçuş"" kelimeleri modeli hatalı şekilde Hava ve Uzay Mühendisliği alanına yanıltmıştır (Hukuk konusudur)."
1385992,FP,Max Faz Alaşımlarının Üretilmesi Ve Fonksiyonel Kumaş Üretiminde Kullanılabilirliğinin Araştırılması,"Malzeme Bilimleri, Biyomalzemeler, Malzeme Bilimleri, Kaplamalar ve Filmler, Mühendislik, Elektrik ve Elektronik",Halk ve Çevre Sağlığı,MATERIAL_OBJECT,METHOD,1,"Metin/Gerekçe: Ti3SiC2 MAX fazı alaşımlarının yüksek sıcaklıkta sentezlenerek pamuklu kumaşlara kaplanması ve elektromanyetik kalkanlama özelliği kazandırılmasının (XRD, SEM, ","Önerilen disiplin ('Halk ve Çevre Sağlığı'), makalede incelenen nesne/malzeme/hammadde kaynaklıdır.",HIGH,False,,,,"Ti3SiC2 MAX fazı alaşımlarının yüksek sıcaklıkta sentezlenerek pamuklu kumaşlara kaplanması ve elektromanyetik kalkanlama özelliği kazandırılmasının (XRD, SEM, Rietveld analizi) incelendiği doğrudan bir malzeme bilimi, kaplama teknolojileri ve tekstil/elektronik mühendisliği araştırmasıdır; çalışmada halk sağlığı veya epidemiyolojik bir araştırma bulunmayıp modelin 'Halk ve Çevre Sağlığı' önerisi özetin girişindeki genel koruyucu sağlık motivasyonu ifadelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut malzeme ve mühendislik etiketleri tam ve doğrudur."
1348130,TP-2,Degrade Adli Örnekler için Mitokondriyal DNA Amplifikasyon ve Dizileme Stratejisi Geliştirme: Deneysel Çalışma,"Adli Tıp, Biyokimya ve Moleküler Biyoloji",Genetik ve Kalıtım,RESEARCH_FOCUS,,0,Metin/Gerekçe: İleri derecede degrade olmuş adli iskelet kalıntılarında mitokondriyal DNA (mtDNA) analizi ve kimliklendirme için midi/mini multipleks PCR primer setlerinin gel,"Önerilen disiplin ('Genetik ve Kalıtım'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"İleri derecede degrade olmuş adli iskelet kalıntılarında mitokondriyal DNA (mtDNA) analizi ve kimliklendirme için midi/mini multipleks PCR primer setlerinin geliştirildiği ve dizi analizinin yapıldığı doğrudan bir adli tıp, moleküler biyoloji ve adli genetik araştırmasıdır; mevcut 'Adli Tıp, Biyokimya ve Moleküler Biyoloji' etiketlerinin korunması gerekirken mtDNA amplifikasyonu ve genetik dizileme boyutu için Genetik ve Kalıtım alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma)."
1402575,FP,Fonksiyonel Epifora mı Yoksa Disfonksiyonel Epifora mı? Rafine Bir Terminoloji İçin Hatırlatma,Göz Hastalıkları,"Mühendislik, Deniz",SEMANTIC_HUB,,0,Metin/Gerekçe: Oftalmolojide gözyaşı drenaj sistemi ve aşırı gözyaşı akması durumunu ifade eden 'epifora' (fonksiyonel/disfonksiyonel) klinik terminolojisinin tartışıldığı doğ,"Önerilen disiplin ('Mühendislik, Deniz'), embedding uzayındaki hubness (kümelenme çekimi) kaynaklıdır.",HIGH,False,,,,"Oftalmolojide gözyaşı drenaj sistemi ve aşırı gözyaşı akması durumunu ifade eden 'epifora' (fonksiyonel/disfonksiyonel) klinik terminolojisinin tartışıldığı doğrudan bir göz hastalıkları (oftalmoloji) çalışmasıdır; çalışmada denizcilik veya gemi mühendisliği kesinlikle bulunmayıp modelin 'Mühendislik, Deniz' önerisi tamamen absürt bir model yanılgısıdır (FP-1), k-NN'in 'Dil ve Dil Bilim' önerisi ise başlıktaki 'terminoloji' kelimesinden kaynaklanan bir kelime tuzağıdır. Mevcut 'Göz Hastalıkları' etiketi tam ve doğrudur."
1387550,TP-2,Tıpta uzmanlık eğitimi programlarının değerlendirilmesi: Nitel doküman analizi,"Eğitim, Eğitim Araştırmaları, Sağlık Politikaları ve Hizmetleri",Tıbbi Etik,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Veri tabanında ""Eğitim, Sağlık Hizmetleri"" etiketleri yer almaktadır; asistan hekimlerin uzmanlık eğitimi ve mesleki etik yetkinlikleri incelendiğinden Tıbbi Et","Önerilen disiplin ('Tıbbi Etik'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Veri tabanında ""Eğitim, Sağlık Hizmetleri"" etiketleri yer almaktadır; asistan hekimlerin uzmanlık eğitimi ve mesleki etik yetkinlikleri incelendiğinden Tıbbi Etik / Tıp Eğitimi ikincil etiket olarak eklenmelidir."
1404126,FP,Predictive Value of Panoramic Referral Signs for Inferior Alveolar Canal Contact in Impacted Mandibular Third Molars,Diş Hekimliği,"Kulak, Burun, Boğaz",NEIGHBORING_DISCIPLINE,,0,Metin/Gerekçe: Gömülü alt üçüncü molar (20'lik) dişlerin mandibular kanal (inferior alveolar sinir kanalı) ile temasının panoramik radyografi bulguları ve KIBT (CBCT) görüntül,"Önerilen disiplin ('Kulak, Burun, Boğaz'), makalenin gerçek alanı ile yakın komşu/kardeş disiplin sınır kaymasıdır.",MEDIUM,True,NEIGHBORING_DISCIPLINE,SAMPLE_POPULATION,Diş hekimliği maksillofasiyal cerrahi ile KBB anatomik olarak komşudur.,"Gömülü alt üçüncü molar (20'lik) dişlerin mandibular kanal (inferior alveolar sinir kanalı) ile temasının panoramik radyografi bulguları ve KIBT (CBCT) görüntülemeleri üzerinden retrospektif olarak incelendiği doğrudan bir ağız, diş ve çene radyolojisi / diş hekimliği araştırmasıdır; çalışmada kulak burun boğaz hastalıkları bulunmayıp modelin 'Kulak, Burun, Boğaz' önerisi baş-boyun/çene anatomisinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' etiketi eksiksiz ve doğrudur."
1433876,FP,Düşük Doz Gama Radyasyon Priming Uygulamasının Gazalboynuzu (Lotus Corniculatus L.) Üzerine Etkisi,Bitki Bilimleri,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",LEXICAL_SURFACE,,0,"Metin/Gerekçe: Gazalboynuzu (Lotus corniculatus L.) tohumlarında gama radyasyonu priming uygulamasının çimlenme, morfo-fizyolojik gelişim, antioksidan enzim aktiviteleri (CAT,","Önerilen disiplin ('Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme'), makale metnindeki yüzeysel bir anahtar kelime veya ifadeden tetiklenmiştir.",HIGH,False,,,,"Gazalboynuzu (Lotus corniculatus L.) tohumlarında gama radyasyonu priming uygulamasının çimlenme, morfo-fizyolojik gelişim, antioksidan enzim aktiviteleri (CAT, SOD, APX) ve klorofil içeriği üzerindeki etkilerinin incelendiği doğrudan bir bitki fizyolojisi, tohum bilimi ve ziraat araştırmasıdır; çalışmada klinik tıp, insan sağlığı, hasta radyoterapisi veya tıbbi görüntüleme kesinlikle bulunmayıp modelin 'Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme' önerisi tohum ışınlamasında geçen 'gama radyasyon' teriminden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Bitki Bilimleri' etiketi eksiksiz ve tamdır."
1382585,FP,"ANALYSIS OF LIQUEFACTION POTENTIAL OF SOILS BY OBJECT ORIENTED COMPUTER SOFTWARE: 6TH OF FEBRUARY, 2023 KAHRAMANMARAŞ EARTHQUAKE CASE","Bilgisayar Bilimleri, Yazılım Mühendisliği, Çevre Mühendisliği","Ziraat, Toprak Bilimi",LEXICAL_SURFACE,POLYSEMY,0,Metin/Gerekçe: 6 Şubat 2023 Kahramanmaraş depremleri bağlamında zemin sıvılaşma potansiyelinin TBDY-2018 ve Standart Penetrasyon Testi (SPT) verileri doğrultusunda MATLAB nesn,"Önerilen disiplin ('Ziraat, Toprak Bilimi'), makale metnindeki yüzeysel bir anahtar kelime veya ifadeden tetiklenmiştir.",MEDIUM,True,LEXICAL_SURFACE,POLYSEMY,İngilizce 'soil' kelimesi zemin mekaniğinde zemin/tabaka iken tarımda toprak demektir; hem kelime tuzağı hem eş seslilik taşır.,"6 Şubat 2023 Kahramanmaraş depremleri bağlamında zemin sıvılaşma potansiyelinin TBDY-2018 ve Standart Penetrasyon Testi (SPT) verileri doğrultusunda MATLAB nesne yönelimli yazılımla hesaplandığı doğrudan bir inşaat mühendisliği (geoteknik/zemin mekaniği/deprem) ve yazılım mühendisliği araştırmasıdır; çalışmada tarımsal ziraat veya toprak verimliliği bulunmayıp modelin 'Ziraat, Toprak Bilimi' önerisi geoteknik 'soil/zemin' teriminin tarımsal toprakla karıştırılmasından kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1)."
1246527,TP-1,İyonküredeki Ordinari Dalganın Grup ve Faz Hızı; Tam Çözüm ve Sayısal Analizler,"Fizik, Nükleer",Meteoroloji ve Atmosferik Bilimler,RESEARCH_FOCUS,,0,"Metin/Gerekçe: İyonosfer plazmasında (E ve F katmanları) elektromanyetik ordinari dalgaların faz ve grup hızlarının tam analitik çözümü, sayısal analizi ve mevsimsel/günlük de","Önerilen disiplin ('Meteoroloji ve Atmosferik Bilimler'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"İyonosfer plazmasında (E ve F katmanları) elektromanyetik ordinari dalgaların faz ve grup hızlarının tam analitik çözümü, sayısal analizi ve mevsimsel/günlük değişimlerinin incelendiği doğrudan bir üst atmosfer fiziği, iyonosfer fiziği ve uzay havası araştırmasıdır; çalışmada çekirdek fiziği veya radyoaktivite bulunmayıp mevcut 'Fizik, Nükleer' etiketi hatalıdır. Modelin önerdiği 'Meteoroloji ve Atmosferik Bilimler' (üst atmosfer fiziği) alanı çalışmanın asıl disiplini olup kategori düzeltilerek bu alana aktarılmalı/zenginleştirilmelidir (TP-1 / TP-2)."
1400629,FP,İYİLEŞTİRİLMİŞ BİR MESAFE YAKLAŞIMI KULLANILARAK DOĞRUSAL DİPOL DİZİ ANTENLERİN SAYISAL ANALİZİ,"Mühendislik, Elektrik ve Elektronik, Telekomünikasyon",İstatistik ve Olasılık,METHOD,,1,Metin/Gerekçe: Doğrusal dipol dizi antenlerin uzak alan sınırına yakın bölgelerdeki analiz doğruluğunu artırmak amacıyla geliştirilen alternatif mesafe yaklaşımının ve elektro,"Önerilen disiplin ('İstatistik ve Olasılık'), makalede uygulanan analiz, ölçüm, algoritma veya yöntem kaynaklıdır.",HIGH,False,,,,"Doğrusal dipol dizi antenlerin uzak alan sınırına yakın bölgelerdeki analiz doğruluğunu artırmak amacıyla geliştirilen alternatif mesafe yaklaşımının ve elektromanyetik alan hesaplamalarının incelendiği doğrudan bir elektrik-elektronik mühendisliği ve telekomünikasyon araştırmasıdır; çalışmada olasılık kuramı veya istatistiksel modeller bulunmayıp modelin 'İstatistik ve Olasılık' önerisi özet metnindeki 'sayısal analiz' ifadesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Mühendislik, Elektrik ve Elektronik, Telekomünikasyon' kategorisi eksiksiz ve doğrudur."
1361742,TP-2,Ceviz matriksinde Gaz Kromotografisi – Kütle Spektrometresi (GC-MS/MS) İle Etilen Oksit Kalıntılarının Tespiti İçin Metot Optimizasyonu,"Kimya, Analitik, Matematik",Gıda Bilimi ve Teknolojisi,RESEARCH_FOCUS,,0,Metin/Gerekçe: Ceviz gıda matriksinde etilen oksit ve 2-kloroetanol fumigasyon/pestisit kalıntılarının QuEChERS ekstraksiyonu ve GC-MS/MS ile tayinine yönelik SANTE yönergeler,"Önerilen disiplin ('Gıda Bilimi ve Teknolojisi'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Ceviz gıda matriksinde etilen oksit ve 2-kloroetanol fumigasyon/pestisit kalıntılarının QuEChERS ekstraksiyonu ve GC-MS/MS ile tayinine yönelik SANTE yönergelerine uygun metot optimizasyonu ve validasyonunun yapıldığı doğrudan bir analitik kimya ve gıda güvenliği/bilimi araştırmasıdır; mevcut kategorideki 'Matematik' etiketi sistemsel gürültüdür. Analitik Kimya omurgasının korunması gerekirken gıda matriksi, kalıntı ve gıda güvenliği boyutu için Gıda Bilimi ve Teknolojisi alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma)."
1379866,TP-2,Bir Köpekte Postoperatif Pin Yolu Enfeksiyonunda Çoklu İlaç Dirençli Staphylococcus pseudintermedius'a Karşı Elektrolize Tuzlu Suyun Etkinliği: In Vitro ve Klinik Validasyon ile Desteklenen İn-Situ Araştırma,"Toksikoloji, Parazitoloji, Veterinerlik",Enfeksiyon Hastalıkları,RESEARCH_FOCUS,,0,Metin/Gerekçe: Köpekte ortopedik cerrahi sonrası gelişen çoklu ilaç dirençli Staphylococcus pseudintermedius pin yolu enfeksiyonunda elektrolize tuzlu suyun antimikrobiyal etk,"Önerilen disiplin ('Enfeksiyon Hastalıkları'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Köpekte ortopedik cerrahi sonrası gelişen çoklu ilaç dirençli Staphylococcus pseudintermedius pin yolu enfeksiyonunda elektrolize tuzlu suyun antimikrobiyal etkinliğinin in vitro ve klinik olarak incelendiği doğrudan bir veteriner klinik mikrobiyolojisi ve enfeksiyon araştırmasıdır; mevcut kategorideki 'Toksikoloji, Parazitoloji' etiketleri hatalı gürültüdür. Veterinerlik omurgasının korunması gerekirken bakteriyel patojen, antibiyotik direnci ve yara enfeksiyonu boyutu için modelin ve k-NN'in isabetle önerdiği Enfeksiyon Hastalıkları (Veteriner Mikrobiyoloji/Enfeksiyon) alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma)."
1450356,FP,Investigation of the Nutritional Content and Salt Presence of Chickpea Straw Used as an Alternative Roughage in Ruminant Feeding,"Veterinerlik, Ziraat Mühendisliği",Gıda Bilimi ve Teknolojisi,CONTEXT,,1,"Metin/Gerekçe: Ruminant hayvan beslemede alternatif kaba yem olarak kullanılan nohut samanının besin madde kompozisyonu, lif fraksiyonları (NDF, ADF, ADL), rumen parçalanabili","Önerilen disiplin ('Gıda Bilimi ve Teknolojisi'), makalenin yürütüldüğü sektörel, coğrafi veya kurumsal uygulama bağlamı kaynaklıdır.",HIGH,False,,,,"Ruminant hayvan beslemede alternatif kaba yem olarak kullanılan nohut samanının besin madde kompozisyonu, lif fraksiyonları (NDF, ADF, ADL), rumen parçalanabilirlik düzeyleri ve metabolik enerji değerlerinin incelendiği doğrudan bir hayvan besleme, zootekni ve veterinerlik araştırmasıdır; çalışmada insan gıdası veya gıda işleme teknolojisi kesinlikle bulunmayıp modelin ve k-NN'in 'Gıda Bilimi ve Teknolojisi' önerisi nohut samanı ve besin içeriği terimlerinden kaynaklanan klasik bir yem/gıda kavram karmaşası ve model yanılgısıdır (FP-1). Mevcut 'Veterinerlik, Ziraat Mühendisliği' etiketleri kusursuz ve tamdır."
1399053,TP-2,Tedarik Zinciri Finansmanı Çözümlerinin Verim ve Teslimat Süresi Belirsizliği Altında Ürün Planlamasına Etkisi,"Endüstri Mühendisliği, Mühendislik, Makine",Tarımsal Ekonomi ve Politika,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Sermaye kısıtı altındaki üretim sistemlerinde tedarik zinciri finansmanı yöntemlerinin (APD, Banka Kredisi, Ters Faktoring, BPOF) stokastik optimizasyon ve DC p","Önerilen disiplin ('Tarımsal Ekonomi ve Politika'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Sermaye kısıtı altındaki üretim sistemlerinde tedarik zinciri finansmanı yöntemlerinin (APD, Banka Kredisi, Ters Faktoring, BPOF) stokastik optimizasyon ve DC programlama ile modellendiği doğrudan bir endüstri mühendisliği, yöneylem araştırması ve finansal iktisat çalışmasıdır; çalışmada tarım veya tarım politikası bulunmayıp modelin 'Tarımsal Ekonomi ve Politika' önerisi endüstriyel üretim terminolojisindeki 'verim (yield)' teriminden kaynaklanan klasik bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut Endüstri Mühendisliği kategorisinin korunması gerekirken iktisadi/finansal analiz boyutu için k-NN'in isabetle önerdiği İktisat alanı ikincil etiket olarak eklenebilir (TP-2 melez çalışma)."
1453881,FP,EFFECT OF NATURAL DEEP EUTECTIC SOLVENTS ON ANTIOXIDANT AND PHENOLIC PROFILES OF TURKISH COFFEE,Gıda Bilimi ve Teknolojisi,Toksikoloji,NEIGHBORING_DISCIPLINE,,0,Metin/Gerekçe: Türk kahvesindeki fenolik bileşiklerin ve antioksidan kapasitesinin doğal derin ötektik çözücüler (NADES) ve ultrason destekli ekstraksiyon yöntemiyle belirlend,"Önerilen disiplin ('Toksikoloji'), makalenin gerçek alanı ile yakın komşu/kardeş disiplin sınır kaymasıdır.",HIGH,False,,,,"Türk kahvesindeki fenolik bileşiklerin ve antioksidan kapasitesinin doğal derin ötektik çözücüler (NADES) ve ultrason destekli ekstraksiyon yöntemiyle belirlendiği doğrudan bir gıda kimyası, gıda analitiği ve gıda teknolojisi araştırmasıdır; çalışmada zehirlenme, sitotoksisite veya toksikolojik analiz bulunmayıp modelin 'Toksikoloji' önerisi tamamen temelsiz bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi' etiketi kusursuz ve tamdır."
1406778,TP-2,Dijital hazırlık performans değerlendirmesi: Bütünleşik LOGSTA-AROMAN yaklaşımı uygulaması,"İşletme, İşletme Finans",Telekomünikasyon,RESEARCH_FOCUS,,0,Metin/Gerekçe: Veri tabanında sadece işletme etiketleri bulunmaktadır; işletmelerin endüstri 4.0 ve dijitalleşme hazırlık düzeyinin analizi Telekomünikasyon/Bilişim ile disipl,"Önerilen disiplin ('Telekomünikasyon'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,Veri tabanında sadece işletme etiketleri bulunmaktadır; işletmelerin endüstri 4.0 ve dijitalleşme hazırlık düzeyinin analizi Telekomünikasyon/Bilişim ile disiplinlerarasıdır.
1451275,TP-2,Unveiling the diversity within Salvia caespitosa sensu lato (Lamiaceae): threeUnveiling the diversity within Salvia caespitosa sensu lato (Lamiaceae): three new “hidden” endemic species from Türkiyenew “hidden” endemic species from Türkiye,Bitki Bilimleri,Biyoloji Çeşitliliğinin Korunması,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Türkiye florasındaki Salvia (adaçayı) cinsine ait Salvia caespitosa kompleksinin morfolojik, mikromorfolojik ve moleküler filogenetik verilerle revize edilerek ","Önerilen disiplin ('Biyoloji Çeşitliliğinin Korunması'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Türkiye florasındaki Salvia (adaçayı) cinsine ait Salvia caespitosa kompleksinin morfolojik, mikromorfolojik ve moleküler filogenetik verilerle revize edilerek 3 yeni endemik türün tanımlandığı, teşhis anahtarı ve IUCN Kırmızı Liste tehlike kategorilerinin belirlendiği doğrudan bir botanik taksonomisi, bitki sistematiği ve biyoçeşitlilik araştırmasıdır; mevcut 'Bitki Bilimleri' (botanik) omurgasının korunması gerekirken endemik taksonların dokümantasyonu, biyoçeşitlilik ve IUCN koruma statüsü boyutu için modelin önerdiği Biyoloji Çeşitliliğinin Korunması alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma)."
1389940,TP-2,"Görele Çayı, Yalakoda Deresi ve Acısu Deresi Havzalarında Taşkın Duyarlılığının Morfometrik Yöntemlerle Değerlendirilmesi","Coğrafya, Çevre Çalışmaları","Mühendislik, Jeoloji",RESEARCH_FOCUS,,0,"Metin/Gerekçe: Veri tabanında ""Coğrafya, Çevre"" etiketleri bulunmaktadır; dere havzalarında taşkın duyarlılığının morfometri ve CBS ile analizi Mühendislik/Jeoloji ve Hidroloj","Önerilen disiplin ('Mühendislik, Jeoloji'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Veri tabanında ""Coğrafya, Çevre"" etiketleri bulunmaktadır; dere havzalarında taşkın duyarlılığının morfometri ve CBS ile analizi Mühendislik/Jeoloji ve Hidroloji kesişimidir."
1322426,TP-2,Coğrafi Özelliklerin Yaşlı Bireylerin Gündelik Yaşamları Üzerine Etkileri,"Optik, Coğrafya, Eğitim, Eğitim Araştırmaları",Geriatri ve Gerontoloji,SAMPLE_POPULATION,RESEARCH_FOCUS,1,"Metin/Gerekçe: Giresun ilindeki coğrafi özelliklerin (topoğrafik eğim, ulaşım, kırsal/kentsel yaşam) 65-89 yaş grubu yaşlı bireylerin mekân tercihleri, gündelik yaşam aktivite","Önerilen disiplin ('Geriatri ve Gerontoloji'), makalenin sample_population bileşeninden kaynaklanmaktadır.",MEDIUM,True,SAMPLE_POPULATION,RESEARCH_FOCUS,İncelenen insan popülasyonu/grubu (Geriatri ve Gerontoloji) disiplinlerarası kategoriyi belirlemiştir (Sample ↔ Research Focus).,"Giresun ilindeki coğrafi özelliklerin (topoğrafik eğim, ulaşım, kırsal/kentsel yaşam) 65-89 yaş grubu yaşlı bireylerin mekân tercihleri, gündelik yaşam aktiviteleri ve yerinde yaşlanma süreçleri üzerindeki etkilerinin fenomenolojik yöntemle incelendiği doğrudan bir beşeri/sosyal coğrafya ve sosyal gerontoloji araştırmasıdır; mevcut kategoride yer alan 'Optik' ve 'Eğitim, Eğitim Araştırmaları' etiketleri sistemsel çöp veridir. Coğrafya omurgasının korunması gerekirken yaşlılık çalışmaları ve gerontolojik bağlam için modelin ve k-NN'in isabetle önerdiği Geriatri ve Gerontoloji alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma)."
1398625,TP-2,ENSTRÜMAN YAPIMINDA YENİLİKÇİ ÇÖZÜMLER: KAFASIZ KONTRBAS TASARIMI VE AKORT SİSTEMİ,"Müzik, Sanat",Akustik,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Spektral analiz, empedans ve frekans tabanlı akustik mühendisliği ve enstrüman yapım çalışması.","Önerilen disiplin ('Akustik'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Spektral analiz, empedans ve frekans tabanlı akustik mühendisliği ve enstrüman yapım çalışması."
1220041,TP-1,Model Kompanzasyonlu Birinci Derece İstatistikleri ile i-vektörlerin Gürbüzlüğünün Artırılması,Kuş Bilimi,"Bilgisayar Bilimleri, Yapay Zeka",RESEARCH_FOCUS,,0,"Metin/Gerekçe: Konuşmacı tanıma sistemlerinde i-vektör çıkarımı, paralel model kompanzasyonu ve sinyal gürültü oranı (SNR) testleriyle ses ve örüntü tanıma performansının artı","Önerilen disiplin ('Bilgisayar Bilimleri, Yapay Zeka'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Konuşmacı tanıma sistemlerinde i-vektör çıkarımı, paralel model kompanzasyonu ve sinyal gürültü oranı (SNR) testleriyle ses ve örüntü tanıma performansının artırılmasını konu alan doğrudan bir yapay zeka, ses işleme ve bilgisayar bilimleri araştırmasıdır; çalışmada zooloji veya ornitoloji bulunmayıp mevcut 'Kuş Bilimi' etiketi tamamen sistemsel bir sınıflandırma hatasıdır. Modelin önerdiği 'Bilgisayar Bilimleri, Yapay Zeka' kategorisi doğru olup makale bu alana aktarılmalıdır (TP-1 kategori değişimi)."
