external_id,baslik,mevcut_kategori,oneri_kategori,primary_error,secondary_error,is_boundary_case,boundary_competing_class,boundary_rationale,Manuel_Gerekce
1406510,KOZMOS MODELİ TASARIMI ANLATISINDA SES UNSURUNUN KULLANILMASINA BİR ÖRNEK: 2001: A SPACE ODYSSEY,"Felsefe, Film, Radyo, Televizyon, Müzik",Akustik,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Stanley Kubrick'in '2001: A Space Odyssey' filminde sesin sembolik/kozmolojik anlatı unsuru olarak kullanımı ile sesin felsefi ve kültürel kozmogoni bağlamındaki yerinin incelendiği bir sinema kuramı, ses tasarımı ve sanat felsefesi araştırmasıdır; çalışmada dalga fiziği, ses şiddeti ölçümü veya mimari/teknik akustik bulunmayıp model ve k-NN'in 'Akustik' (Fizik) önerisi metindeki 'ses' kelimesinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Felsefe, Film, Radyo, Televizyon, Müzik' etiketleri tam ve doğrudur."
1442059,Göçle Kesintiye Uğrayan Gelecek: Mevsimlik Tarımda Çocuk İşçiliği ve Eğitime Erişim Üzerine Nitel Bir Araştırma,"Eğitim, Eğitim Araştırmaları, Sosyoloji",Tarımsal Ekonomi ve Politika,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Eğitim sosyolojisi ve çocukların eğitime erişimi çalışmasıdır; örneklemdeki ""mevsimlik tarım"" ifadesi modeli Tarımsal Ekonomi alanına yanıltmıştır (Eğitim etiketi doğrudur)."
1372134,BİLGİ EKONOMİSİNİN ÖZELLİKLERİ VE EĞİLİMLERİ: SCOPUS VERİ TABANINI KULLANARAK BİBLİYOMETRİK BİR ANALİZ (1998-2024),"Bilgi, Belge Yönetimi, İktisat",Tarımsal Ekonomi ve Politika,Neighboring discipline drift,,False,,,"Scopus veritabanında bilgi ekonomisi literatürünün bibliyometrik analizidir; model yanılarak Tarımsal Ekonomi önermiştir. Mevcut Bilgi, Belge Yönetimi ve İktisat etiketleri tam ve doğrudur."
1403237,Tatarlı Höyük Orta Demir Çağı Depolama Çukurları,Arkeoloji,Gıda Bilimi ve Teknolojisi,Context/domain transfer,Object/material -> discipline confusion,True,Object/material -> discipline confusion,Arkeolojik kazıda tahıl çukuru bağlamı gıda bilimi sanılmıştır; tahıl aynı zamanda incelenen arkeobotanik materyaldir.,"Tatarlı Höyük Orta Demir Çağı (MÖ 850-609) tabakasında açığa çıkarılan taş ve kerpiç astarlı depolama çukurlarının inşa tekniği, kronolojisi, yerleşim içi konumu ve antik sosyo-ekonomik etkilerinin incelendiği doğrudan bir arkeolojik kazı ve yerleşim arkeolojisi araştırmasıdır; çalışmada modern gıda işleme, biyokimya veya gıda mühendisliği bulunmayıp modelin 'Gıda Bilimi ve Teknolojisi' ve k-NN'in 'Tarımsal Ekonomi' önerisi metindeki 'gıda depolama/besin stoklama' ifadelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Arkeoloji' etiketi tam ve doğrudur."
1430772,New monolithic post-core concept: a comparison of prefabricated and CAD-CAM fabricated post-cores,Diş Hekimliği,Polimer Bilimi,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Kanal tedavisi görmüş dişlerde farklı post-kor sistemlerinin (fiber post-kompozit kor, prefabrike monolitik fiber ve CAD-CAM monolitik zirkonya) kırılma ve çekme dayanımlarının (fracture/pull-out strength) mekanik olarak karşılaştırıldığı doğrudan bir protetik/restoratif diş hekimliği ve dental biyomekanik araştırmasıdır; çalışmada polimer sentezi veya makromoleküler kimya analizi bulunmayıp ticari dental materyallerin restoratif diş hekimliği performansı test edilmiştir. Modelin 'Polimer Bilimi' önerisi dental kompozit/fiber terimlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' ana disiplini tam ve yeterlidir."
1369475,"Çevresel Örneklerde Bulunan Kurşun, Kadmiyum ve Nikel'in Basit ve Etkili Ekstraksiyon/Önderiştirme Stratejileri ve Farklı Hidrazon Kompleksleştirici Ajanları Kullanarak Yarıklı Kuartz Tüp-Alevli Atomik Absorpsiyon Spektrometrisi ile Doğru ve Duyarlı Tayinleri","Kimya, Analitik, Spektroskopi, Çevre Bilimleri",Nükleer Bilim ve Teknolojisi,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Çevresel su örneklerinde kurşun, kadmiyum ve nikel gibi ağır metallerin mikroekstraksiyon yöntemleri ve yarıklı kuartz tüp-alevli atomik absorpsiyon spektrometrisi (YKT-AAAS) ile tayinine yönelik doğrudan bir analitik kimya, spektroskopi ve çevre analizi araştırmasıdır; çalışmada nükleer fizik, radyoaktivite veya nükleer teknoloji bulunmayıp modelin 'Nükleer Bilim ve Teknolojisi' önerisi metindeki 'atomik absorpsiyon' ifadesindeki 'atomik' kelimesinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Kimya, Analitik, Spektroskopi, Çevre Bilimleri' etiketleri kusursuz ve tamdır."
1389206,Kırık Camlar Teorisi üzerine bibliyometrik analiz,Kriminoloji ve Ceza Bilimi,İstatistik ve Olasılık,Method -> discipline confusion,Keyword / surface-form trap,False,,,"Web of Science veri tabanında Kırık Camlar Teorisi (Broken Windows Theory) odaklı 506 yayının VOSviewer ile yazar, ülke, anahtar kelime ve ağ haritalandırmasının yapıldığı bir kriminoloji literatürü ve bibliyometri araştırmasıdır; çalışmada teorik matematiksel istatistik veya olasılık teorisi bulunmayıp modelin 'İstatistik ve Olasılık' (Fen) önerisi bibliyometrik veri analizinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Kriminoloji ve Ceza Bilimi' etiketi konunun özünü tam ve doğru yansıtmaktadır."
1372571,Su temasıyla ortaya çıkan beyaz papüller: 12 olguluk akuajenik siringeal akrokeratoderma serisi,Dermatoloji,Deniz ve Tatlı Su Biyolojisi,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Su temasıyla avuç içlerinde geçici beyaz papül ve plaklarla karakterize nadir bir deri hastalığı olan akuajenik siringeal akrokeratoderma (ASA) olgu serisinin incelendiği doğrudan bir dermatoloji (cildiye) ve klinik tıp araştırmasıdır; çalışmada sucul ekosistemler, deniz/tatlı su canlıları veya balıkçılık bulunmayıp modelin 'Deniz ve Tatlı Su Biyolojisi' ve k-NN'in 'Balıkçılık' önerisi metindeki 'su teması / akuajenik' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Dermatoloji' etiketi tam ve doğrudur."
1391919,Zoledronic acid-loaded HAp–SiO2–CaMoO4:Eu3+ with luminescent properties as a novel drug delivery system,"Kimya, Uygulamalı, Onkoloji, Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Polimer Bilimi,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Kemik kanseri (Saos-2 osteosarkom) tedavisi ve optik lüminesans görüntüleme amacıyla Zoledronik asit yüklü HAp-SiO2-CaMoO4:Eu3+ inorganik çekirdek-kabuk nanokompozitlerinin sentezlendiği ve teranostik özelliklerinin incelendiği doğrudan bir inorganik biyomalzeme, onkoloji ve tıbbi görüntüleme araştırmasıdır; çalışmada organik veya sentetik polimer matrisi bulunmayıp modelin 'Polimer Bilimi' önerisi ilaç salım kinetiği ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Kimya, Uygulamalı, Onkoloji, Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme' etiketleri uygundur."
1376067,"X, Y ve Z Kuşağı Kadınların Engelli Kadınlara Yönelik Tutumları ve Bu Tutumları Etkileyen Faktörler","Eğitim, Özel, Sağlık Politikaları ve Hizmetleri",Kadın Hastalıkları ve Doğum,Keyword / surface-form trap,,True,Context/domain transfer,"Doğum âdeti, doğum izni veya bebek beslenmesi sosyal yaşam bağlamıdır; ancak 'doğum/bebek' kelimesi tek başına tıp branşını tetikleyen sözcük tuzağıdır.","Farklı kuşaklardaki kadınların engelli kadınlara yönelik toplumsal tutumlarının sosyolojik araştırmasıdır; ""kadın"" kelimesi modeli klinik Kadın Hastalıkları alanına yanıltmıştır. Mevcut Sosyal Hizmet/Özel Eğitim etiketleri doğrudur."
1402806,Photolurking Motivasyonları Ölçeğinin Geliştirilmesi,"Davranış Bilimleri, Hemşirelik, Psikoloji",Görüntüleme Bilimi ve Fotoğraf Teknolojisi,Keyword / surface-form trap,,False,,,"Sosyal medyada başkalarının fotoğraflarını gizlice gözetleme (photolurking) psikolojik ölçeğidir; model ""fotoğraf"" kelimesine aldanarak teknik Kamera/Fotoğraf Teknolojisi önermiştir. Mevcut Psikoloji etiketleri doğrudur."
1376157,"KIBRIS MOBİLYALARINDA MİRAS, ZANAATKARLIK VE KÜLTÜREL TASARIMIN YANSIMASI: ARKIN VISION MOBİLYA VAKA ÇALIŞMASI","Antropoloji, Sanat","Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,Ahşap mobilya ve zanaatkarlık kültürel çalışmasıdır; mevcut Antropoloji/Sanat etiketleri uygundur.
1387735,Grup Seyreklik ve Düşük Dereceli Modellerin Uzlaştırılmasıyla Çarpımsal Gürültünün Giderilmesi,"Bilgisayar Bilimleri, Yazılım Mühendisliği, Görüntüleme Bilimi ve Fotoğraf Teknolojisi",Akustik,Method -> discipline confusion,Keyword / surface-form trap,False,,,"Sentetik açıklıklı radar (SAR), sonar, ultrason ve lazer gibi eşevreli görüntüleme sistemlerinde karşılaşılan çarpımsal (benek) gürültünün homomorfik dönüşüm, grup seyreklik ve düşük dereceli matris modelleriyle giderilmesine yönelik bir görüntü işleme ve bilgisayar bilimleri araştırmasıdır; çalışmada akustik dalga fiziği veya akustik tasarımı bulunmayıp modelin ve k-NN'in 'Akustik' önerisi metindeki 'sonar ve ultrason' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Bilgisayar Bilimleri ve Görüntüleme Bilimi' etiketi tam ve doğrudur."
1376164,BOŞLUĞA DİKKAT EDİN! YAPAY ZEKA OKURYAZARLIĞI POLİTİKALARI VE GELİŞMEKTE OLAN ÜLKELER BAĞLAMINDA ÜRETKEN YAPAY ZEKANIN ZORLUKLARI ÜZERİNE KARŞILAŞTIRMALI BİR ANALİZ,"Bilim Felsefesi ve Tarihi, Eğitim, Eğitim Araştırmaları, Uluslararası İlişkiler","Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Yapay zekâ okuryazarlığı eğitim politikalarının ve epistemik adaletin karşılaştırmalı analizidir; ""AI/Generative AI"" kelimeleri modeli hatalı şekilde teknik Bilgisayar Bilimleri/Yapay Zeka alanına yanıltmıştır (Eğitim Politikası/Felsefe konusudur)."
1385992,Max Faz Alaşımlarının Üretilmesi Ve Fonksiyonel Kumaş Üretiminde Kullanılabilirliğinin Araştırılması,"Malzeme Bilimleri, Biyomalzemeler, Malzeme Bilimleri, Kaplamalar ve Filmler, Mühendislik, Elektrik ve Elektronik",Halk ve Çevre Sağlığı,Object/material -> discipline confusion,Method -> discipline confusion,False,,,"Ti3SiC2 MAX fazı alaşımlarının yüksek sıcaklıkta sentezlenerek pamuklu kumaşlara kaplanması ve elektromanyetik kalkanlama özelliği kazandırılmasının (XRD, SEM, Rietveld analizi) incelendiği doğrudan bir malzeme bilimi, kaplama teknolojileri ve tekstil/elektronik mühendisliği araştırmasıdır; çalışmada halk sağlığı veya epidemiyolojik bir araştırma bulunmayıp modelin 'Halk ve Çevre Sağlığı' önerisi özetin girişindeki genel koruyucu sağlık motivasyonu ifadelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut malzeme ve mühendislik etiketleri tam ve doğrudur."
1251671,Antarktik Meteoritler ve Mikrometeoritler için Türkiye-Belçika-Japonya Ortak Projesi,"Astronomi ve Astrofizik, Mineraloji",Meteoroloji ve Atmosferik Bilimler,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Antarktika'dan toplanan meteorit ve mikrometeoritlerin mineralojik yapıları, elementel/moleküler kimyasal bileşenleri ve Güneş Sistemi'nin evrimine dair sunduğu verilerin incelendiği doğrudan bir astrofizik, kozmokimya ve mineraloji araştırmasıdır; çalışmada atmosfer fiziği, hava olayları veya iklim araştırması bulunmayıp modelin ve k-NN'in 'Meteoroloji ve Atmosferik Bilimler' önerisi 'meteorit' (göktaşı) kelimesinin fonetik benzerliğinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Astronomi ve Astrofizik, Mineraloji' etiketleri kusursuz ve tamdır."
1405428,Obtaining Natural Dye from Oak Tree and Examination of Dyeing Properties According to Different Methods,"Malzeme Bilimleri, Tekstil",Bitki Bilimleri,Object/material -> discipline confusion,,False,,,"Meşe ağacı dal ve yapraklarından elde edilen doğal boyanın muslin kumaşı üzerinde mordanlı/mordansız boyama performansının, CIELab renk ölçümlerinin, Kubelka-Munk K/S değerlerinin ve ISO haslık (yıkama, sürtme, ışık) testlerinin incelendiği doğrudan bir tekstil mühendisliği, boyama teknolojisi ve malzeme araştırmasıdır; çalışmada botanik veya bitki yetiştiriciliği/fizyolojisi bulunmayıp modelin 'Bitki Bilimleri' önerisi doğal boya hammaddesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Malzeme Bilimleri, Tekstil' etiketi kusursuz ve tamdır."
1385838,Kastamonu İhsangazi İlçesi Haraçoğlu Külliyesi ve Haziresindeki Mezar Taşları,"Arkeoloji, Din Bilimi, Sanat","Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,Mezar taşları tipolojisi ve sanat tarihi çalışmasıdır; mevcut etiketler doğrudur (Deniz önerisi hub hatasıdır).
1402575,Fonksiyonel Epifora mı Yoksa Disfonksiyonel Epifora mı? Rafine Bir Terminoloji İçin Hatırlatma,Göz Hastalıkları,"Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,"Oftalmolojide gözyaşı drenaj sistemi ve aşırı gözyaşı akması durumunu ifade eden 'epifora' (fonksiyonel/disfonksiyonel) klinik terminolojisinin tartışıldığı doğrudan bir göz hastalıkları (oftalmoloji) çalışmasıdır; çalışmada denizcilik veya gemi mühendisliği kesinlikle bulunmayıp modelin 'Mühendislik, Deniz' önerisi tamamen absürt bir model yanılgısıdır (FP-1), k-NN'in 'Dil ve Dil Bilim' önerisi ise başlıktaki 'terminoloji' kelimesinden kaynaklanan bir kelime tuzağıdır. Mevcut 'Göz Hastalıkları' etiketi tam ve doğrudur."
1392108,Structural categorization and identification of electrostatic interactions in two proposed human serum albumin dimerization patterns and dipyridamole interaction,"Biyoloji, Kimya, Uygulamalı",Tamamlayıcı ve Entegre Tıp,Neighboring discipline drift,,False,,,"İnsan serum albümini (HSA) proteininin dimerizasyon paternleri, yüksek çözünürlüklü X-ışını kristalografik verileri (PDB), elektrostatik arayüz etkileşimleri ve dipiridamol moleküler kenetlenme (docking) analizlerinin incelendiği doğrudan bir yapısal biyoloji, biyofizik ve biyokimya araştırmasıdır; çalışmada alternatif veya geleneksel tıp yöntemleri kesinlikle bulunmayıp modelin 'Tamamlayıcı ve Entegre Tıp' önerisi tamamen temelsiz bir model yanılgısıdır (FP-1). Mevcut 'Biyoloji, Kimya, Uygulamalı' etiketleri geçerli ve yeterlidir."
1400629,İYİLEŞTİRİLMİŞ BİR MESAFE YAKLAŞIMI KULLANILARAK DOĞRUSAL DİPOL DİZİ ANTENLERİN SAYISAL ANALİZİ,"Mühendislik, Elektrik ve Elektronik, Telekomünikasyon",İstatistik ve Olasılık,Method -> discipline confusion,,False,,,"Doğrusal dipol dizi antenlerin uzak alan sınırına yakın bölgelerdeki analiz doğruluğunu artırmak amacıyla geliştirilen alternatif mesafe yaklaşımının ve elektromanyetik alan hesaplamalarının incelendiği doğrudan bir elektrik-elektronik mühendisliği ve telekomünikasyon araştırmasıdır; çalışmada olasılık kuramı veya istatistiksel modeller bulunmayıp modelin 'İstatistik ve Olasılık' önerisi özet metnindeki 'sayısal analiz' ifadesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Mühendislik, Elektrik ve Elektronik, Telekomünikasyon' kategorisi eksiksiz ve doğrudur."
1403534,YAPAY ZEKÂ DESTEKLİ TIBBİ CİHAZLARDAN DOĞAN ZARARDAN DE LEGE FERENDA SORUMLULUK,Hukuk,"Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Yapay zekâ destekli tıbbi cihazların sebep olduğu zararlardan doğan hukuki sorumluluğun (de lege ferenda) analizidir; ""yapay zekâ/cihaz"" kelimeleri modeli teknik Bilgisayar Bilimlerine yanıltmıştır. Mevcut Hukuk etiketi doğrudur."
1446439,Havayoluyla Seyahat Eden Yolcuların Uçuş (Taşıma) Sınıflarının Yükseltilmesi ve Düşürülmesi,Hukuk,"Mühendislik, Hava ve Uzay",Keyword / surface-form trap,,False,,,"Havayolu taşımacılığında yolcu hakları ve uçuş sınıflarının hukuki mevzuat analizidir; ""havayolu/uçuş"" kelimeleri modeli hatalı şekilde Hava ve Uzay Mühendisliği alanına yanıltmıştır (Hukuk konusudur)."
1293190,Corpus Stylistic Analysis of Plague in Orhan Pamuk’s Nights of Plague and Daniel Defoe’s A Journal of the Plague Year,"Görüntüleme Bilimi ve Fotoğraf Teknolojisi, Edebiyat",Odyoloji ve Konuşma-Dil Patolojisi,Keyword / surface-form trap,,False,,,"Orhan Pamuk'un 'Veba Geceleri' ile Daniel Defoe'nun 'Veba Yılı Günlüğü' romanlarının Sketch Engine aracıyla derlem üslupbilimi (corpus stylistics) ve anahtar sözcük analizi yöntemleriyle karşılaştırıldığı doğrudan bir edebiyat, edebi teori ve metin dilbilimi araştırmasıdır; mevcut kategorideki 'Görüntüleme Bilimi ve Fotoğraf Teknolojisi' etiketi sistemsel çöp veridir. Çalışmada işitme bozuklukları veya konuşma terapisi bulunmayıp modelin 'Odyoloji ve Konuşma-Dil Patolojisi' önerisi leksikal dil analizi ve 'hastalık/veba' temalarından kaynaklanan bariz bir medikal kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Edebiyat' omurgası doğrudur."
1371111,"Diyarbakır, Mardin ve Elazığ İlleri üzüm bağlarında Planococcus ficus (Signoret)'un (Hemiptera: Pseudococcidae) doğal düşmanları",Entomoloji,Enfeksiyon Hastalıkları,Cross-domain transfer,Context/domain transfer,False,,,"Üzüm bağlarında zararlı olan Planococcus ficus (unlu bit) popülasyonları ile bu zararlının doğal düşmanı olan parazitoit ve predatör böcek türlerinin (Hymenoptera, Coccinellidae vb.) belirlendiği doğrudan bir tarımsal entomoloji ve biyolojik mücadele araştırmasıdır; çalışmada insan enfeksiyonları, klinik tıp veya bulaşıcı hastalıklar bulunmayıp modelin 'Enfeksiyon Hastalıkları' önerisi böcek biyolojisindeki 'parazitoit' teriminden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Entomoloji' kategorisi eksiksiz ve tamdır."
1385530,YAPAY ZEKÂ VE DİN İLİŞKİSİNDE DİJİTAL TEBLİĞCİLİK:  KÜBRA (NETFLİX DİZİSİ) ÖRNEĞİ,"Gastroenteroloji ve Hepatoloji, Dil ve Dil Bilim, Din Bilimi, Etik, Felsefe","Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Netflix yapımı 'Kübra' dizisi üzerinden yapay zeka olgusunun din, dijital tebliğcilik, dini otorite, kutsallık algısı ve inanç dönüşümü bağlamında nitel içerik analiziyle incelendiği doğrudan bir din sosyolojisi, felsefe, etik ve iletişim araştırmasıdır; mevcut kategorideki 'Gastroenteroloji ve Hepatoloji' etiketi sistemsel çöp veridir. Çalışmada teknik yapay zeka algoritması veya bilgisayar mühendisliği geliştirme bulunmayıp modelin ve k-NN'in 'Bilgisayar Bilimleri, Yapay Zeka' önerisi başlıktaki ve metindeki 'yapay zeka' temasından kaynaklanan klasik bir konu-disiplin karmaşası ve model yanılgısıdır (FP-1). Mevcut ilahiyat/sosyal bilimler (Din Bilimi, Felsefe, Etik) omurgası korunmalıdır."
1309794,Azerbaycan Gence Kazak Bölgesi Ballarının Melissopalinolojik Olarak Değerlendirmesi,"Biyoloji Çeşitliliğinin Korunması, Zooloji",Bahçe Bitkileri,Neighboring discipline drift,,False,,,"Azerbaycan Gence Kazak Bölgesi ballarında ışık mikroskobu ile melissopalinolojik polen analizi yapılarak arı florası biyoçeşitliliğinin, baskın bitki familyalarının (Fabaceae, Asteraceae, Lamiaceae vb.) ve balların botanik kökenlerinin incelendiği doğrudan bir palinoloji, botanik biyoçeşitlilik ve zooloji/apikültür araştırmasıdır; çalışmada kültür bahçe bitkileri yetiştiriciliği bulunmayıp modelin 'Bahçe Bitkileri' önerisi doğal floradaki bitki taksonu adlarından kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Biyoloji Çeşitliliğinin Korunması, Zooloji' (veya Botanik/Palinoloji) etiketleri uygundur."
1401992,Algoritmik Yabancılaşma: Dijital Benlik Üzerine Kuramsal Bir İnceleme,"Psikoloji, Sosyoloji","Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Algoritmaların dijital benlik ve karar mekanizmaları üzerindeki psikolojik yabancılaşma etkisinin kuramsal analizidir; ""algoritma"" kelimesi modeli hatalı şekilde Bilgisayar Bilimleri/Yapay Zeka alanına yanıltmıştır (Psikoloji/Sosyoloji konusudur)."
1433876,Düşük Doz Gama Radyasyon Priming Uygulamasının Gazalboynuzu (Lotus Corniculatus L.) Üzerine Etkisi,Bitki Bilimleri,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Keyword / surface-form trap,,False,,,"Gazalboynuzu (Lotus corniculatus L.) tohumlarında gama radyasyonu priming uygulamasının çimlenme, morfo-fizyolojik gelişim, antioksidan enzim aktiviteleri (CAT, SOD, APX) ve klorofil içeriği üzerindeki etkilerinin incelendiği doğrudan bir bitki fizyolojisi, tohum bilimi ve ziraat araştırmasıdır; çalışmada klinik tıp, insan sağlığı, hasta radyoterapisi veya tıbbi görüntüleme kesinlikle bulunmayıp modelin 'Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme' önerisi tohum ışınlamasında geçen 'gama radyasyon' teriminden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Bitki Bilimleri' etiketi eksiksiz ve tamdır."
1453881,EFFECT OF NATURAL DEEP EUTECTIC SOLVENTS ON ANTIOXIDANT AND PHENOLIC PROFILES OF TURKISH COFFEE,Gıda Bilimi ve Teknolojisi,Toksikoloji,Neighboring discipline drift,,False,,,"Türk kahvesindeki fenolik bileşiklerin ve antioksidan kapasitesinin doğal derin ötektik çözücüler (NADES) ve ultrason destekli ekstraksiyon yöntemiyle belirlendiği doğrudan bir gıda kimyası, gıda analitiği ve gıda teknolojisi araştırmasıdır; çalışmada zehirlenme, sitotoksisite veya toksikolojik analiz bulunmayıp modelin 'Toksikoloji' önerisi tamamen temelsiz bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi' etiketi kusursuz ve tamdır."
1396593,TİRE KÜLTÜREL MEKÂN FOLKLORU,Folklor,"Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,"İzmir Tire'deki tarihi cami, külliye, tekke, zaviye ve türbelerin mekân folkloru ve kültürel bellek bağlamında mülakat yöntemiyle incelendiği bir halk bilimi (folklor) araştırmasıdır; çalışmada deniz teknolojisi bulunmayıp modelin 'Mühendislik, Deniz' önerisi bariz bir model halüsinasyonudur (FP-1; nitekim k-NN yapılı çevre boyutuyla Mimarlık demiştir). Mevcut 'Folklor' etiketi tam ve doğrudur."
1404126,Predictive Value of Panoramic Referral Signs for Inferior Alveolar Canal Contact in Impacted Mandibular Third Molars,Diş Hekimliği,"Kulak, Burun, Boğaz",Neighboring discipline drift,,True,Cross-domain transfer,Diş hekimliği maksillofasiyal cerrahi ile KBB anatomik olarak komşudur.,"Gömülü alt üçüncü molar (20'lik) dişlerin mandibular kanal (inferior alveolar sinir kanalı) ile temasının panoramik radyografi bulguları ve KIBT (CBCT) görüntülemeleri üzerinden retrospektif olarak incelendiği doğrudan bir ağız, diş ve çene radyolojisi / diş hekimliği araştırmasıdır; çalışmada kulak burun boğaz hastalıkları bulunmayıp modelin 'Kulak, Burun, Boğaz' önerisi baş-boyun/çene anatomisinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' etiketi eksiksiz ve doğrudur."
1381126,Trametes trogii biyokütlesi ile Kristal viyolet boyar maddesinin kesikli ve ultrasonik destekli biyosorpsiyonu,"Mantar Bilimi, Çevre Bilimleri",Toksikoloji,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Trametes trogii fungal biyokütlesi kullanılarak tekstil atık sularındaki kristal viyolet boyar maddesinin ultrasonik destekli biyosorpsiyonla giderimi, adsorpsiyon izotermleri ve kinetiklerinin incelendiği doğrudan bir çevre bilimleri, atık su arıtımı ve fungal biyoteknoloji araştırmasıdır; çalışmada klinik veya hücresel toksisite deneyi bulunmayıp modelin 'Toksikoloji' önerisi giriş cümlesindeki boyarmadde zararlarına dair bağlamsal ifadelerden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Mantar Bilimi, Çevre Bilimleri' etiketleri kusursuz ve tamdır."
1394505,Sera Sistemlerinde Yenilikçi Teknoloji Seçimi: Patent Verilerine Dayalı Çok Kriterli Bir Yaklaşım,"Tarımsal Ekonomi ve Politika, Ziraat Mühendisliği",Taşınım Bilimi ve Teknolojisi,Method -> discipline confusion,,False,,,"Sera teknolojilerine ait EPO patent verilerinin FP-Growth veri madenciliği, Entropi ağırlıklandırma ve TOPSIS çok kriterli karar verme (ÇKKV) yöntemleriyle analiz edilerek stratejik Ar-Ge yatırım alanlarının belirlendiği doğrudan bir tarım ekonomisi, teknoloji yönetimi ve ziraat mühendisliği araştırmasıdır; çalışmada ısı/kütle taşınımı veya ulaştırma bilimi bulunmayıp modelin 'Taşınım Bilimi ve Teknolojisi' önerisi tamamen temelsiz bir model yanılgısıdır (FP-1). Mevcut 'Tarımsal Ekonomi ve Politika, Ziraat Mühendisliği' etiketleri eksiksiz ve tamdır."
