external_id,embedding_row,UMAP_1,UMAP_2,Ana_Konu,main_level_2_predictions,leaf_predictions,true_subjects,title,doi,language
1355585,6142,8.333707,7.887254,Sosyal > Sosyal,Sosyal > Sosyal,Tarih || Din Bilimi,Sosyal > Sosyal > Asya Çalışmaları || Sosyal > Sosyal > Tarih,BENGAL’İN İLK BAĞIMSIZ TÜRK İSLÂM HANEDANLIĞI: İLYASŞÂHÎLER,10.21547/jss.1616945,TUR
1221651,574,2.344264,8.433294,Fen > Mühendislik,Fen > Mühendislik,"İnşaat Mühendisliği || Malzeme Bilimleri, Özellik ve Test || İmalat Mühendisliği",Fen > Mühendislik > Jeoloji || Fen > Mühendislik > İnşaat Mühendisliği || Fen > Temel Bilimler > Akustik,An Integrated Overview of Blasting Damage Criteria for Engineering Structures,10.34248/bsengineering.1400687,ENG
1393356,13437,2.9709148,3.8925753,Fen > Veterinerlik,Fen > Veterinerlik || Fen > Tıp,Veterinerlik || Kadın Hastalıkları ve Doğum,Fen > Veterinerlik > Veterinerlik,Determination of cortisol concentrations using different biomarkers in dairy goats during pregnancy,10.55730/1300-0128.4403,ENG
1347988,5298,9.473689,5.731258,Sosyal > Sosyal,Sosyal > Sosyal,Kadın Araştırmaları,"Sosyal > Sosyal > Dil ve Dil Bilim || Sosyal > Sosyal > Film, Radyo, Televizyon || Sosyal > Sosyal > Folklor || Sosyal > Sosyal > Sanat || Sosyal > Sosyal > Tiyatro",“Gelin -Düğün- Diyet” 50 Yil Sonra Türk Sinemasinda Toplumsal Cinsiyet Rollerinin Sunumuna Yeni Bir Bakış,10.47571/sanatyorum.1635790,TUR
1353243,5869,4.1133637,7.3704324,Fen > Mühendislik,Fen > Mühendislik,"Meteoroloji ve Atmosferik Bilimler || Mühendislik, Jeoloji",Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler || Fen > Temel Bilimler > Çevre Bilimleri,Konya Meteorolojik Kar Örtüsü Derinlik Yöneliminin Mann Kendall ve Yenilikçi Sen Yöntemleri Kullanılarak Araştırılması,10.21605/cukurovaumfd.1673602,TUR
1400875,16482,1.909206,7.570604,Fen > Mühendislik,Fen > Mühendislik,"Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",TRANSFER VE KABARTMA BASKININ ŞENİL KUMAŞLARIN AŞINMA DİRENCİ VE YAPISAL ÖZELLİKLERİNE ETKİSİ,10.7216/teksmuh.1862504,TUR
1172654,143,4.8047066,8.979362,Fen > Mühendislik,Fen > Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka || Görüntüleme Bilimi ve Fotoğraf Teknolojisi","Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği || Fen > Temel Bilimler > Akustik || Fen > Temel Bilimler > Kuş Bilimi",ESP32-CAM kullanarak yüz tanıma ve işaret dili ile kimlik doğrulama,10.21205/deufmd.2023257417,TUR
1351607,5690,1.6657603,8.998272,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"Fizik, Nükleer || Mühendislik, Elektrik ve Elektronik || Termodinamik","Fen > Mühendislik > Nükleer Bilim ve Teknolojisi || Fen > Temel Bilimler > Fizik, Nükleer","Comparison of Neutronic and Thermal-Hydraulic Performance of KOMODO, NODAL3, and COBRA for Steady-State Operation of APR1400",10.35378/gujs.1508000,ENG
1314762,3291,3.7024236,6.6627083,Fen > Mühendislik,Fen > Mühendislik,"Mühendislik, Jeoloji || Meteoroloji ve Atmosferik Bilimler",Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması || Sosyal > Sosyal > Coğrafya,NİĞDE İLİNDE PEYZAJ ÖZELLİKLERİNE DAYALI PEYZAJ KARAKTER ANALİZİ VE DEĞERLENDİRMESİ,10.71298/maddergi.1677679,TUR
1296569,2622,2.8794684,2.5219748,Fen > Tıp,Fen > Tıp,Androloji || Kadın Hastalıkları ve Doğum,Fen > Tıp > Androloji || Fen > Tıp > Biyokimya ve Moleküler Biyoloji,Özgün Bir Genetik Protokol İle Erkek İnfertil Hastalarda Y Mikrodelesyonlarının İncelenmesi,10.20515/otd.1537723,TUR
1250317,1279,8.361128,6.799889,Sosyal > Sosyal,Sosyal > Sosyal,Felsefe || Siyasi Bilimler || Edebiyat,Fen > Mühendislik > Savunma Bilimleri || Sosyal > Sosyal > Asya Çalışmaları || Sosyal > Sosyal > Felsefe || Sosyal > Sosyal > Kültürel Çalışmalar || Sosyal > Sosyal > Siyasi Bilimler,"YENİ ÇATIŞMALAR, YENİ ORYANTALİSTLER: ASKERİ TEORİSYENLER YİRMİ BİRİNCİ YÜZYILDA ORYANTALİZMİ NASIL YENİDEN ÜRETTİLER?",10.53376/ap.2024.08,TUR
1401085,16575,4.578594,8.292204,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,İktisat || Endüstri Mühendisliği || Telekomünikasyon,Fen > Mühendislik > Endüstri Mühendisliği || Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Assessment of Rail System Lines for Timetable Optimization with Neutrosophic AHP and TODIM Integration,10.29137/ijerad.1825761,ENG
1133272,42,6.710922,0.701731,Fen > Tıp,Fen > Tıp,Mikrobiyoloji || Enfeksiyon Hastalıkları,Fen > Tıp > Acil Tıp || Fen > Tıp > Halk ve Çevre Sağlığı || Fen > Tıp > Mikrobiyoloji || Fen > Tıp > Tropik Tıp,A Case of Crimean-Congo Haemorrhagic Fever (CCHF) Mimicking the COVID-19 Disease,10.32552/2022.ActaMedica.661,ENG
1347950,5290,4.2711396,1.4900011,Fen > Tıp,Fen > Tıp,Cerrahi || Ortopedi || Androloji,Fen > Tıp > Androloji || Fen > Tıp > Üroloji ve Nefroloji,Distal hipospadias onarımı yapılan hastalarda penise konulan fiksasyon sütürü ameliyat başarısını etkiler mi?,10.31362/patd.1706491,TUR
1362314,6956,7.159245,4.1697354,Fen > Tıp,Fen > Tıp || Sosyal > Sosyal,Odyoloji ve Konuşma-Dil Patolojisi || Dil ve Dil Bilim,Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Comparison of the Knowledge Levels of Turkish and Syrian Individuals Living in Türkiye Regarding Hearing and Balance,10.4274/jarem.galenos.2025.82712,ENG
1399056,15670,6.1381164,7.2062635,Sosyal > Sosyal,Sosyal > Sosyal,İktisat,Sosyal > Sosyal > Kamu Yönetimi || Sosyal > Sosyal > İktisat,Küresel Değer Zincirlerinde Türkiye'nin Rolü: Anahtar Sanayi Sektörlerinin Katma Değer Analizi (2000–2020),10.15869/itobiad.1815998,TUR
1404558,18062,6.74657,2.3310552,Fen > Tıp,Fen > Tıp,Spor Bilimleri,Fen > Tıp > Spor Bilimleri,Measurement of Tendency to Avoid Physical Activity and Sport in University Students: An Adaptation Study,10.54141/psbd.1713635,ENG
1399503,15843,5.5765376,2.81535,Sosyal > Sosyal,Sosyal > Sosyal,"Kadın Araştırmaları || Sağlık Politikaları ve Hizmetleri || Eğitim, Eğitim Araştırmaları",Fen > Tıp > Tamamlayıcı ve Entegre Tıp,"X, Y ve Z Kuşağı Kadınların Bütüncül Tamamlayıcı ve Alternatif Tıbba Karşı Tutumları: Tanımlayıcı Araştırma",10.5336/jtracom.2025-109750,TUR
1362032,6888,3.1211169,3.6665823,Fen > Tıp,Fen > Tıp,Mikrobiyoloji,Fen > Tıp > Enfeksiyon Hastalıkları || Fen > Tıp > Mikrobiyoloji || Fen > Tıp > Tıbbi Laboratuar Teknolojisi,FOCUS-PDCA Döngüsü Modeli Kullanılarak Hastanede Yatan Hastalarda Antimikrobiyal Tedavi Öncesi Mikrobiyolojik Test Oranlarının Artırılması,10.4274/mjima.galenos.2025.25375.20,TUR
1312445,3190,3.0707965,1.9885029,Fen > Tıp,Fen > Tıp,Enfeksiyon Hastalıkları || İmmünoloji || Biyokimya ve Moleküler Biyoloji,Fen > Tıp > Hücre Biyolojisi || Fen > Tıp > İmmünoloji,"Bir Popülasyon Çalışması: Türkiye’de Ege Bölgesi'nde HLA-A, -B, -C, -DRB1, -DQB1, -DQA1 Alleles ve ABDR Haplotiplerinin Frekansı",10.4274/forbes.galenos.2024.50375,TUR
1387557,11502,7.045455,3.7003267,Fen > Tıp,Fen > Tıp || Sosyal > Sosyal,Odyoloji ve Konuşma-Dil Patolojisi || Mantık || Dil ve Dil Bilim,Fen > Tıp > Klinik Nöroloji || Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Primer progresif afazide tanı; değerlendirme ve müdahale süreçleri: Anlatısal bir derleme,10.21673/anadoluklin.1610420,TUR
1398799,15564,4.8004622,1.334771,Fen > Tıp,Fen > Tıp,Cerrahi || Ortopedi,Fen > Tıp > Cerrahi || Fen > Tıp > Ortopedi,Medial Malleol Kırıklarında Tam Yivli Başsız Kompresyon Vidası: Klinik ve Radyolojik Sonuçlar,,TUR
1294168,2533,8.435964,6.486378,Sosyal > Sosyal,Sosyal > Sosyal,Felsefe || Siyasi Bilimler,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi || Sosyal > Sosyal > Kadın Araştırmaları || Sosyal > Sosyal > Sosyoloji,Foucault’nun İktidar Anlayışındaki Tarihsel Dönüşüm ve Beden Üzerindeki Yansımaları,10.53791/imgelem.1501974,TUR
1444881,20027,7.9558067,5.854185,Sosyal > Sosyal,Sosyal > Sosyal,"Eğitim, Eğitim Araştırmaları || Edebiyat || Psikoloji","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları || Sosyal > Sosyal > Psikoloji",Yatılı Okulda Kalan Çok Kültürlü Uluslararası Öğrencilerin Şefkat Düzeyleri ile Bağlanma Stilleri Arasındaki İlişkinin İncelenmesi,10.54282/inijoss.1882286,TUR
1343941,4987,7.1310735,3.7343688,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Tıp,"Psikoloji || Psikiyatri || Eğitim, Eğitim Araştırmaları",Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Kekemeliği Olan Erişkinlerde Olumsuz Düşünce ve   İnançlar ile Kekemelik Sıklığı Arasındaki İlişkinin İncelenmesi:  Tanımlayıcı Araştırma,10.5336/healthsci.2023-99130,TUR
1244218,1074,2.2685277,1.4255184,Fen > Tıp,Fen > Tıp,Onkoloji,"Fen > Mühendislik > Mühendislik, Biyotıp || Fen > Temel Bilimler > Biyoloji || Fen > Tıp > Biyokimya ve Moleküler Biyoloji || Fen > Tıp > Onkoloji",Anticancer Effect of 1-(Anthracen-10-ylmethyl)-3-(2- cyanobenzyl)-1H-benzo[d]imidazol-3-ium chloride in 2D and 3D Cell Culture Models in Breast Cancer,10.5505/ejm.2024.03708,ENG
1380458,9808,3.907635,7.9617167,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,"Mühendislik, Petrol || İktisat || Enerji ve Yakıtlar","Fen > Mühendislik > Enerji ve Yakıtlar || Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik || Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi",Türkiye’de Elektrikli Araçların Elektrik Tüketimi ve Toplam Elektrik Tüketiminde Payı: 2030 Projeksiyonu,10.35234/fumbd.1603738,TUR
1116039,17,3.5295498,5.674125,Fen > Temel Bilimler,Fen > Temel Bilimler,Deniz ve Tatlı Su Biyolojisi,Fen > Temel Bilimler > Biyoloji || Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi || Fen > Temel Bilimler > Limnoloji || Fen > Temel Bilimler > Su Kaynakları || Fen > Temel Bilimler > Viroloji || Fen > Temel Bilimler > Çevre Bilimleri,"Türkiye’deki 25 Nehir Havzasından Türkiye Tatlı Su Alg Florası için Yeni Kayıtlar, BölümV: Cryptophyta",10.31807/tjwsm.837623,TUR
1394163,13801,6.91154,0.77204263,Fen > Tıp,Fen > Tıp,Halk ve Çevre Sağlığı,Sosyal > Sosyal > Aile Çalışmaları || Sosyal > Sosyal > İktisat,Türkiye’de COVID-19 Pandemisinin Aile Ekonomisi Üzerindeki İşgücü Piyasası Kaynaklı Etkilerinin Mikroekonomik Analizi,10.17494/ogusbd.1766440,TUR
1359064,6506,9.182298,7.3372073,Sosyal > Sosyal,Sosyal > Sosyal,Din Bilimi,Sosyal > Sosyal > Felsefe || Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları,Platoncu Felsefenin İslâm Dünyasındaki Seyri:  Otantik ve Sahte Eserlerin Tercümesi ve Alımlanması,10.20981/kaygi.1615606,TUR
1427002,19384,5.9855475,10.254532,Fen > Tıp,Fen > Tıp || Fen > Mühendislik,Klinik Nöroloji || Psikiyatri || İnşaat Mühendisliği,Fen > Tıp > Alerji || Fen > Tıp > Psikiyatri || Fen > Tıp > Solunum Sistemi,Is the psychiatric symptom burden higher in individuals with post-earthquake tension-type headache?,10.38053/acmj.1846490,ENG
1405453,18322,7.1174364,5.806599,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,"Bilgisayar Bilimleri, Bilgi Sistemleri || Kamu Yönetimi",Sosyal > Sosyal > Hukuk,TELIF HUKUKU KAPSAMINDA METIN VE VERI MADENCILIĞINE ILIŞKIN MUKAYESELI BIR ANALIZ VE TÜRK HUKUKU IÇIN MODEL ÖNERISI,10.54049/taad.1868335,TUR
1289242,2439,6.8244014,9.307059,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"Paleontoloji || Mühendislik, Jeoloji || Mineraloji","Fen > Mühendislik > Jeokimya ve Jeofizik || Fen > Mühendislik > Mühendislik, Jeoloji",Maden Karmaşığı’ndaki (Çatak-Van) Yastık Yapılı Bazaltların Kökeni: Petrografik ve Jeokimyasal Yaklaşım,10.17824/yerbilimleri.1440128,TUR
1448386,20224,3.1492815,3.619966,Fen > Tıp,Fen > Tıp,Mikrobiyoloji || Enfeksiyon Hastalıkları,Fen > Tıp > Enfeksiyon Hastalıkları || Fen > Tıp > Mikrobiyoloji,Achromobacter spp. Enfeksiyonlarında Mortalitenin Klinik Belirleyicileri: 10 Yıllık Retrospektif Bir Analiz,10.4274/mjima.galenos.2026.26767.17,TUR
1402380,17248,9.14451,7.2906394,Sosyal > Sosyal,Sosyal > Sosyal,Edebiyat || Antropoloji || Din Bilimi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi || Sosyal > Sosyal > Edebiyat,"“Lafzdan Zîrâ ki Ma‘nâdır Garaz”: Eski Türk Edebiyatında Lafız, Mana ve Niyet",10.64957/nesir.1934943,TUR
1372657,8488,3.399554,1.4607555,Fen > Tıp,Fen > Tıp,Mikrobiyoloji || Enfeksiyon Hastalıkları || Romatoloji,Fen > Tıp > Dermatoloji,Dermoskopi ile tanı konulan Dermatobia humanis olgusu,10.4274/turkderm.galenos.2025.80474,TUR
1390602,12306,6.815543,6.770669,Sosyal > Sosyal,Sosyal > Sosyal,Nüfus İstatistikleri Bilimi || Kentsel Çalışmalar || Tarih,Sosyal > Sosyal > Coğrafya || Sosyal > Sosyal > Nüfus İstatistikleri Bilimi,"Karayazı (Erzurum) İçesinin Demografik Yapısı: Nüfus, Göç ve Sosyo-Ekonomik Nitelikler",10.55590/literatureandhumanities.1677826,TUR
1378531,9495,1.0286998,7.5557866,Fen > Tıp,Fen > Tıp || Fen > Mühendislik || Fen > Temel Bilimler,"Biyokimya ve Moleküler Biyoloji || Mühendislik, Makine || Kimya, Tıbbi","Fen > Mühendislik > Hücre ve Doku Mühendisliği || Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Understanding of Protein Adhesion to PLGA Through Molecular Docking Analysis,10.17776/csj.1706951,ENG
1313548,3236,1.0415819,6.464049,Fen > Mühendislik,Fen > Mühendislik || Fen > Tıp,Hücre ve Doku Mühendisliği || Biyoteknoloji ve Uygulamalı Mikrobiyoloji || Mikrobiyoloji,"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler || Fen > Temel Bilimler > Akustik || Fen > Tıp > Kalp ve Kalp Damar Sistemi || Fen > Tıp > Solunum Sistemi || Fen > Tıp > Üroloji ve Nefroloji",Antibakteriyel ve Akustik Performanslı Kenevir Esaslı Stetoskop Diyafram Malzemesi Geliştirilmesi,10.34248/bsengineering.1637324,TUR
1406757,18737,9.518311,5.4792733,Sosyal > Sosyal,Sosyal > Sosyal,Kadın Araştırmaları,Sosyal > Sosyal > İşletme || Sosyal > Sosyal > İşletme Finans,Cinsiyet faktörlerinin kadınların istihdamına katılımı üzerindeki etkisi: Çok ülkeli fsQCA ve SEM yaklaşımından elde edilen kanıtlar,10.15295/bmij.v14i1.2707,TUR
1353445,5886,4.592417,1.5971389,Fen > Tıp,Fen > Tıp,Cerrahi || Anestezi || Gastroenteroloji ve Hepatoloji,Fen > Tıp > Genel ve Dahili Tıp || Fen > Tıp > Rehabilitasyon || Sosyal > Sosyal > Psikoloji,"Major Abdominal Cerrahi Sonrası Yaşlı Hastalarda Bakıcı Depresyonu ve Yükü, Kötü Fonksiyonel Sonuçlarla İlişkilidir",10.36516/jocass.1755051,TUR
1357230,6363,6.4782276,5.056539,Fen > Mühendislik,Fen > Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka || Mühendislik, Hava ve Uzay","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Fen > Mühendislik > Mühendislik, Hava ve Uzay || Sosyal > Sosyal > Sosyal Çalışma || Sosyal > Sosyal > Sosyoloji || Sosyal > Sosyal > İşletme",Havacılık Öğrencilerinin Yapay Zekâ Kaygıları ve Gelecekteki İstihdam Edilebilirlik Algıları,10.18394/iid.1594301,TUR
1401516,16830,6.092667,2.3870437,Fen > Tıp,Fen > Tıp || Sosyal > Sosyal,"Genel ve Dahili Tıp || Yoğun Bakım, Tıp || Sağlık Politikaları ve Hizmetleri",Fen > Tıp > Psikiyatri || Sosyal > Sosyal > Psikoloji,Kısa Pittsburgh Uyku Kalitesi İndeksi’nin Türkçe Versiyonunun Geçerliliği ve Güvenilirliği,10.29399/npa.29240,TUR
1341707,4756,2.3713295,8.093874,Fen > Mühendislik,Fen > Mühendislik,"Mühendislik, Makine || Malzeme Bilimleri, Kompozitler || İnşaat Mühendisliği",Fen > Mühendislik > Metalürji Mühendisliği || Fen > Mühendislik > İnşaat Mühendisliği,Experimental determination of creep coefficients for sintered flyash lightweight aggregate based concrete and verification with creep models,10.17515/resm2024.338ma0705rs,ENG
1375056,8844,2.629261,3.3521717,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Tıp,Balıkçılık || Androloji,Fen > Temel Bilimler > Balıkçılık || Fen > Temel Bilimler > Biyoloji || Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Balık Yetiştiriciliğinin Geleceği İçin Balık Üremesinde Yeni Metodların Optimizasyonu  ve Pratik Uygulamaları,,TUR
1403056,17494,3.3142905,5.4026947,Fen > Ziraat,Fen > Ziraat || Fen > Temel Bilimler,Bitki Bilimleri || Biyoloji || Deniz ve Tatlı Su Biyolojisi,Fen > Ziraat > Bahçe Bitkileri || Fen > Ziraat > Bitki Bilimleri,Yerli ve Yabancı Orijinli Civanperçemi (Achillea millefolium L.) Genotiplerinin Kültür Koşulları Ortamında Verim ve Kalite Özelliklerinin İncelenmesi,10.19113/sdufenbed.1835430,TUR
1385149,10915,8.659324,5.898787,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,"Film, Radyo, Televizyon || İletişim || Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Sosyal > Sosyal > Film, Radyo, Televizyon",Yapay Zekâ Temsillerinin Sinemadaki Evrimi: IMDb Veri Seti Üzerinden Son 10 Yılın Analizi,10.17680/erciyesiletisim.1756059,TUR
1438766,19752,8.755463,7.86198,Sosyal > Sosyal,Sosyal > Sosyal,"Dil ve Dil Bilim || Otelcilik, Konaklama, Spor ve Turizm || Tarih",Sosyal > Sosyal > Folklor,GELENEĞİN SÜRDÜRÜLEBİLİRLİĞİ BAĞLAMINDA TEKKE ÇORBASI,10.55666/folklor.1926443,TUR
1453519,20626,7.7163725,5.2209487,Sosyal > Sosyal,Sosyal > Sosyal,"Eğitim, Eğitim Araştırmaları || Dil ve Dil Bilim","Sosyal > Sosyal > Dil ve Dil Bilim || Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Türkçe Eğitimi Alanında Çalışan Akademisyenlerin Z Kuşağı Türkçe Öğretmenliği Öğrencilerine Yönelik Deneyimleri,10.31464/jlere.1861986,TUR
1409730,19002,7.266655,6.7805343,Sosyal > Sosyal,Sosyal > Sosyal,"Siyasi Bilimler || Antropoloji || Eğitim, Eğitim Araştırmaları",Sosyal > Sosyal > Psikoloji || Sosyal > Sosyal > Siyasi Bilimler,Türk Seçmeninin Modern Politik Liderlik Stillerine Yönelik Duygu ve Tutumları: Politik Psikoloji Odaklı Bir Analiz,10.32739/uskudarsbd.12.22.171,TUR
1425636,19344,4.6061053,8.663331,Fen > Mühendislik,Fen > Mühendislik || Fen > Temel Bilimler,"Bilgisayar Bilimleri, Yapay Zeka || İstatistik ve Olasılık || Görüntüleme Bilimi ve Fotoğraf Teknolojisi","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi",Aşırı Sınıf Dengesizliği Altında İnce Doğrusal Yapıların Segmentasyonu: Demiryolu Veri Setlerinde Doğruluk Paradoksu ve Mimari Verimlilik,10.47072/demiryolu.1910383,TUR
1405811,18435,8.382332,6.1310935,Sosyal > Sosyal,Sosyal > Sosyal,Felsefe || Sanat || İletişim,Sosyal > Sosyal > Felsefe || Sosyal > Sosyal > Siyasi Bilimler || Sosyal > Sosyal > İletişim,Doğallaşan Göstergeler: Felsefi ve Politik Yönden Barthes’ın Semiyolojik Mit Analizi,10.37093/ijsi.1757858,TUR
1332999,4138,2.706411,9.082087,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"Termodinamik || Mühendislik, Elektrik ve Elektronik || Fizik, Akışkanlar ve Plazma","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik || Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi",Çoklu Çarpan Jetler Ile Elektronik Soğutmada Akış Ve Isı Geçişinin Deneysel Ve Sayısal Olarak İncelenmesi Ve Geometrik Optimizasyon,,TUR
1381779,10104,2.792315,2.1861236,Fen > Tıp,Fen > Tıp,Nörolojik Bilimler || Biyokimya ve Moleküler Biyoloji,Fen > Tıp > Hücre Biyolojisi || Fen > Tıp > Nörolojik Bilimler,Manyetik Levitasyon Yöntemi İle Pc-12 Hücreleri Kullanılarak Üç Boyutlu Alzaymır Modelinin Geliştirilmesi,,TUR
1399307,15768,9.155451,6.5794964,Sosyal > Sosyal,Sosyal > Sosyal,Felsefe || Edebiyat,Sosyal > Sosyal > Edebiyat || Sosyal > Sosyal > Felsefe || Sosyal > Sosyal > Kadın Araştırmaları,Bir Özgürlük Biçimi Olarak Disoryantasyon: Carter’ın “The Werewolf” ve Le Guin’in “The Wife’s Story” Öykülerindeki Kurt-İnsan Figürlerinin Kuir Fenomenolojisi,10.47777/cankujhss.1761607,TUR
1402422,17275,3.133426,6.4680448,Fen > Eczacılık,Fen > Eczacılık || Fen > Temel Bilimler || Fen > Ziraat,Toksikoloji || Çevre Bilimleri || Bitki Bilimleri,Fen > Eczacılık > Toksikoloji || Fen > Temel Bilimler > Su Kaynakları || Fen > Temel Bilimler > Çevre Bilimleri,Seasonal changes in river water pollution levels induce oxidative stress and DNA damage in human keratinocytes,10.23902/trkjnat.2025108,ENG
1310280,3113,4.199064,9.414254,Fen > Mühendislik,Fen > Mühendislik || Fen > Temel Bilimler,"Telekomünikasyon || İstatistik ve Olasılık || Mühendislik, Elektrik ve Elektronik",Fen > Mühendislik > Telekomünikasyon,Error performance of zero-forcing beamforming with signal space diversity over correlated and uncorrelated Rician fading channels,10.59313/jsr-a.1536995,ENG
1354083,5967,9.458692,7.598269,Sosyal > Sosyal,Sosyal > Sosyal,Din Bilimi || Edebiyat,Sosyal > Sosyal > Edebi Teori ve Eleştiri || Sosyal > Sosyal > Edebiyat || Sosyal > Sosyal > Tarih,Ayıntabî Abdullah Necîb’in Hamriyye Kasidesi Tercümesi,10.28981/hikmet.1636227,TUR
1386000,11138,5.2990375,1.7266021,Fen > Tıp,Fen > Tıp,"Kulak, Burun, Boğaz || Cerrahi || Göz Hastalıkları","Fen > Mühendislik > Hücre ve Doku Mühendisliği || Fen > Tıp > Kulak, Burun, Boğaz",Dijital Işık İşleme Yöntemi Ile Mikroiğne İçeren Kişiye Özel Kulak Zarı Yaması Üretimi (Tympatch),,TUR
1397337,14957,3.9516988,2.1329143,Fen > Tıp,Fen > Tıp,İmmünoloji || Romatoloji,Fen > Tıp > Acil Tıp || Fen > Tıp > Cerrahi,The Association of Systemic Inflammatory Indices with Alvarado Score-based Risk Stratification in Acute Appendicitis: A Retrospective Study,10.4274/eajem.galenos.2026.18091,ENG
1283761,2313,7.1771455,8.924354,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,"Tarih || Mühendislik, Jeoloji","Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap || Fen > Mühendislik > Mühendislik, Jeoloji || Fen > Mühendislik > Mühendislik, Makine",KOCAELİ KANDIRA BABAKÖY BAZALTININ ASFALT AGREGASI OLARAK KULLANILABİLİRLİLİĞİ ve ÇORLU KARATEPE BAZALTI İLE KARŞILAŞTIRILMASI,10.17780/ksujes.1493143,TUR
1396271,14569,6.905645,7.675599,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,Kentsel Çalışmalar || Mimarlık,Fen > Mühendislik > Mimarlık || Sosyal > Sosyal > Kentsel Çalışmalar,Tarihsel Süreçte Kamusal Alanlar Üzerinden Morfolojik Değişim: Düzce Kent Merkezi İstanbul Caddesi Örneği,10.35674/kent.1776054,TUR
1393401,13468,2.7583208,5.576878,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Tıp,Balıkçılık || Biyoteknoloji ve Uygulamalı Mikrobiyoloji || Genetik ve Kalıtım,Fen > Temel Bilimler > Zooloji,"Rapid epigenetic response to salinity stress in an invasive mussel, Mytilus galloprovincialis",10.55730/1300-0179.3240,ENG
1389154,11881,2.9335263,6.15132,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Ziraat,Balıkçılık || Bitki Bilimleri,Fen > Temel Bilimler > Balıkçılık,Comparative Evaluation of Tilapia (Oreochromis niloticus) Seed Quality in Pond and Recirculating Aquaculture Systems Under Variable Climatic and Water Quality Conditions,10.4194/AQUAST2915,ENG
1368541,7825,4.3350873,6.480202,Fen > Temel Bilimler,Fen > Temel Bilimler || Sosyal > Sosyal || Fen > Ziraat,Su Kaynakları || Kamu Yönetimi || Tarımsal Ekonomi ve Politika,Fen > Mühendislik > Çevre Mühendisliği || Fen > Temel Bilimler > Su Kaynakları,The Evaluation of Polatlı District Basri Village Irrigation Cooperative in Terms of Irrigation Management,10.24925/turjaf.v13i12.4200-4207.8377,ENG
1404652,18094,4.184209,9.281623,Fen > Mühendislik,Fen > Mühendislik,"Telekomünikasyon || Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik || Fen > Mühendislik > Telekomünikasyon",Dairesel Anten Dizilerinin Optimum Sentezine Özgün Bir Yaklaşım: Elektrikli Yılan Balığı Yiyecek Arama Optimizasyonu,10.46387/bjesr.1858386,TUR
1380776,9876,2.438278,1.3306307,Fen > Tıp,Fen > Tıp,Onkoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji || Fen > Tıp > Onkoloji || Fen > Tıp > İmmünoloji,Kanserde Tedavi Yöntemleri,10.51123/jgehes.2025.200,TUR
